ATTRIBUTE_plant_part	ATTRIBUTE_species	G1	G2	G3	G4	G5	G6	GNPSGROUP:Anacardium occidentale	GNPSGROUP:Haemotostaphis barteri	GNPSGROUP:Lannea barteri	GNPSGROUP:Mangifera indica	GNPSGROUP:Pseudospondias microcarpa	GNPSGROUP:Sclerocarya birrea	GNPSGROUP:Spondias dulcis	GNPSGROUP:fruits	GNPSGROUP:leaves	GNPSGROUP:na	GNPSGROUP:root bark	GNPSGROUP:stem bark	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	5948.677168817173	187501.08721037628	21181.17380977414	4847.84285240776	66319.31891316039	31519.072448276187	181559.6061407884	60878.73688838122	206070.11164286654	18590.570103939568	1953.047554372157	6558.40046784417	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4422.0","main.cluster index_upperinput":"4422.0"}	This Node is a Singleton	N/A	N/A	N/A	7.9915	7.9915	0	N/A	N/A	1655902.5050636593	12	4422	-1	12	386.2906	1	386.2906	1655902.5050636593
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	56831.36509059239	63526.81297761768	45171.88217798839	68039.64238250532	509247.6908093688	58968.60839222968	267087.66008558543	157310.5367614247	189060.05864289158	233720.62626982576	65057.31331249883	254248.0765868392	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4423.0","main.cluster index_upperinput":"4423.0"}	This Node is a Singleton	N/A	N/A	N/A	6.0163	6.0163	0	N/A	N/A	4884471.807906161	27	4423	-1	27	237.1849	1	237.1849	4884471.807906161
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na,Lannea barteri,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	6375.753482587889	0.0	304913.22755429806	4223.584733922035	17438.3018777383	24281.284712170716	0.0	0.0	146543.4955339285	22045.524459701315	345.0403087196613	8702.144008764591	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4424.0","main.cluster index_upperinput":"4424.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=30&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	Docosahexaenoic acid - 40.0 eV	0.707422	7.6651	7.6651	0	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O	CCMSLIB00006124050	1199362.3812583957	11	4424	30	11	329.2480	1	329.2480	1199362.3812583957
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	14443.63524636769	994779.2606194378	14880.511408679204	70552.26280470623	38982.53580990029	213802.654273098	37563.05295642338	13953.711987137149	33326.34176649127	38198.70067097047	365846.06427685166	197976.24583931433	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4425.0","main.cluster index_upperinput":"4425.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=58&task=1ad34e72edcf45cbb40c79344f28c967&show=true	"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)"	theobromine CollisionEnergy:102040	0.777385	2.6700	2.6700	0	Cn1cnc2c1c(O)nc(=O)n2C	CCMSLIB00010109058	4384987.77852059	27	4425	58	27	181.0858	1	181.0858	4384987.77852059
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	8497.804517390605	733.9707002253308	390.3774243109131	5885.108760869628	3156452.612885942	3700.383181292857	234.68257050998804	32931.45707278087	22064.699709810116	1322534.4106227707	17332.968090696933	1767917.4716187483	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4426.0","main.cluster index_upperinput":"4426.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=41&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	7.4993	7.4993	0	N/A	N/A	19296809.48612142	18	4426	41	18	406.2955	1	406.2955	19296809.48612142
na,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	548.5487261528021	0.0	0.0	219882.2854013055	0.0	0.0	0.0	0.0	28376.665990600228	235.09231120834377	125647.02022931744	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4427.0","main.cluster index_upperinput":"4427.0"}	This Node is a Singleton	N/A	N/A	N/A	2.7729	2.7729	0	N/A	N/A	1023058.1177366815	4	4427	-1	4	633.2184	1	633.2184	1023058.1177366815
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	95266.3790397321	128251.19623205265	79775.17910613946	217100.85249029755	1594506.0656995724	46291.34549289942	167303.8554911707	5853131.760996233	259062.90294397832	127539.16835579803	58186.39572040919	72301.97638688855	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4428.0","main.cluster index_upperinput":"4428.0"}	This Node is a Singleton	InChI=1S/C8H10O3/c1-11-7-4-2-3-6(5-9)8(7)10/h2-4,9-10H,5H2,1H3	Spectral Match to 2-Hydroxy-3-methoxybenzyl alcohol from NIST14	0.852715	3.5896	3.5896	0	COC1=CC=CC(=C1O)CO	CCMSLIB00003135698	9217686.528134156	27	4428	-1	27	137.0598	1	137.0598	9217686.528134156
leaves,na,fruits,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	23028.400909726162	394793.33715909027	450.94655348172665	2542.3109173598373	61757.69497199042	0.0	2997.0288450669955	15970.848124632468	1940.378424978754	12300.279299840822	212701.90799180756	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4429.0","main.cluster index_upperinput":"4429.0"}	This Node is a Singleton	N/A	N/A	N/A	7.1725	7.1725	0	N/A	N/A	1579968.2495413409	11	4429	-1	11	545.1840	1	545.1840	1579968.2495413409
leaves,na,stem bark,root bark	na,Haemotostaphis barteri,Lannea barteri,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	27576.058050088926	627.7158471391767	821557.094859842	22088.468731594807	0.0	443.4766011620918	0.0	0.0	237608.67223916782	37919.772946271296	40078.93013894292	96152.17508895797	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4430.0","main.cluster index_upperinput":"4430.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=888&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	3.7391	3.7391	0	N/A	N/A	2806477.3070008378	13	4430	888	13	315.0866	1	315.0866	2806477.3070008378
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	2226555.669699879	1619949.6671047658	1746033.1879096453	1100550.0437700318	396192.5186322025	1796977.086404223	1670329.502237549	98390.4082401693	3268511.7691225503	293953.0144520025	448099.07363606844	850184.1769080843	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4431.0","main.cluster index_upperinput":"4431.0"}	This Node is a Singleton	N/A	N/A	N/A	0.9320	0.9320	0	N/A	N/A	33535720.61816711	24	4431	-1	24	261.0945	1	261.0945	33535720.61816711
leaves,na,stem bark	Pseudospondias microcarpa,na,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	28294.188281017425	0.0	0.0	0.0	1438.7886378940564	0.0	0.0	0.0	10519.903986265681	482522.0431447434	0.0	2428.341641538391	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4432.0","main.cluster index_upperinput":"4432.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=21&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	2.5091	2.5091	0	N/A	N/A	2503247.9351183455	5	4432	21	5	252.2070	1	252.2070	2503247.9351183455
na,stem bark	Pseudospondias microcarpa,na	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	155619.3345638783	0.0	0.0	0.0	0.0	43877.43091020152	0.0	88925.3340365019	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4433.0","main.cluster index_upperinput":"4433.0"}	This Node is a Singleton	N/A	N/A	N/A	6.9682	6.9682	0	N/A	N/A	841864.4928065208	3	4433	-1	3	712.4065	1	712.4065	841864.4928065208
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	324165.3958637597	296070.79193270975	291806.0391369941	256871.14813430334	271701.16163030226	252440.76625248522	258863.6753648021	261937.53327818285	259408.48469349425	549313.5024723688	291299.9981786262	287223.02617047797	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4434.0","main.cluster index_upperinput":"4434.0"}	This Node is a Singleton	N/A	Spectral Match to Myristoleic acid from NIST14	0.732869	6.5180	6.5180	0	N/A	CCMSLIB00003138383	8874025.608938215	27	4434	-1	27	227.2006	1	227.2006	8874025.608938215
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Spondias dulcis,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	13761.044824830467	592523.7313707024	0.0	0.0	15700.189630193465	0.0	31824.122970801593	6615.955240327286	18668.456305251417	15117.655080553646	88413.04332181465	174420.14334142677	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4435.0","main.cluster index_upperinput":"4435.0"}	This Node is a Singleton	N/A	N/A	N/A	2.5828	2.5828	0	N/A	N/A	2052715.7314225454	13	4435	-1	13	454.1921	1	454.1921	2052715.7314225454
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Mangifera indica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3300.9019973964682	206213.70777252672	0.0	0.0	12105.590759021623	3703.775102169115	184784.59310509078	4277.473147073001	109540.45836836855	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4436.0","main.cluster index_upperinput":"4436.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=46&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	5.5976	5.5976	0	N/A	N/A	1758680.5026077502	8	4436	46	8	213.1482	1	213.1482	1758680.5026077502
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	4635.801826341519	1599.4861361102974	363257.541848364	1669.5044614348853	2199.2322860559498	13638.51871399271	0.0	1439.538644538609	165565.59570728615	5029.808621834261	98.4987764283211	301.6125817734447	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4437.0","main.cluster index_upperinput":"4437.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=200&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	7.2441	7.2441	0	N/A	N/A	1188348.5312121254	11	4437	200	11	313.2146	1	313.2146	1188348.5312121254
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	327909.12783992745	4572318.830510041	700703.9605736834	516190.8755746715	930660.5402926479	5877212.996780105	42408.251979685614	320623.4424922276	5519542.73774027	500532.5358577472	55002.029501061545	70062.49682334057	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4438.0","main.cluster index_upperinput":"4438.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=24&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	3.6370	3.6370	0	N/A	N/A	42335536.970233664	23	4438	24	23	395.2040	1	395.2040	42335536.970233664
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	52107.4073615131	319240.37050798425	30378.632883032424	23837.66903714076	174561.12351779654	11830.864088637427	662474.573959037	367696.98084782	481849.212344409	82355.14443880484	29032.836521644516	7711.674953289407	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4439.0","main.cluster index_upperinput":"4439.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=176&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	Spectral Match to 9Z,11E,13E-Octadecatrienoic acid methyl ester from NIST14	0.875991	10.0088	10.0088	0	N/A	CCMSLIB00003136996	4409628.769777246	22	4439	176	22	293.2476	1	293.2476	4409628.769777246
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	277708.8556103144	291361.6051302068	127448.81411791929	488674.5570972427	1040361.9180655847	130580.5402568006	90451.10863532311	756250.7981546372	413184.56936488935	190755.43734232677	488528.073938776	187412.11621792358	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4440.0","main.cluster index_upperinput":"4440.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=176&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	Spectral Match to 9,12-Octadecadiynoic Acid from NIST14	0.9023450000000001	7.9363	7.9363	0	N/A	CCMSLIB00003136402	9333901.301517393	27	4440	176	27	277.2161	1	277.2161	9333901.301517393
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	346.07685845288273	1737106.3959297321	368.80474745215747	2643.321842859386	0.0	687.5640957011693	0.0	701876.5316520391	61504.50536720629	7778.4685653900515	36930.68724906407	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4441.0","main.cluster index_upperinput":"4441.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=162&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	1.5783	1.5783	0	N/A	N/A	5533622.339101485	10	4441	162	10	180.1383	1	180.1383	5533622.339101485
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	523134.6407888044	10184.737938310102	36041.04352409278	93363.98114809027	2387.5833561123013	120109.20990375157	22076.579325500777	307396.4793975364	15204.164395562853	20086.581678059883	19224.22346727142	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4442.0","main.cluster index_upperinput":"4442.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=578&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	1.5434	1.5434	0	N/A	N/A	2525048.393103389	14	4442	578	14	427.2285	1	427.2285	2525048.393103389
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	191997.60498050923	0.0	0.0	119601.4565090567	0.0	0.0	156047.30269811786	1803.460345526769	20292.802300142335	75277.67296985818	51254.772153134574	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4443.0","main.cluster index_upperinput":"4443.0"}	This Node is a Singleton	N/A	N/A	N/A	3.5103	3.5103	0	N/A	N/A	1155862.6524784663	7	4443	-1	7	546.0548	1	546.0548	1155862.6524784663
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	1085443.30379591	122021.12433344875	171454.27694823375	141311.9521287115	136847.04654600332	140782.78532437197	123726.57996265356	261132.2788421629	518593.4059457472	5653759.543416663	131746.87341916523	155442.00275249316	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4444.0","main.cluster index_upperinput":"4444.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=22&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	3.6230	3.6230	0	N/A	N/A	34170405.970747314	27	4444	22	27	801.5239	2	401.2620	34170405.970747314
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	6608542.619142624	10352243.78541438	12151791.426973715	10671517.629938167	14148800.851827681	5069504.658890206	6376774.328746456	16195076.077610742	7504934.497044613	6682204.454845536	9549401.728998944	10672985.299244532	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4445.0","main.cluster index_upperinput":"4445.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=187&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	0.5849	0.5849	0	N/A	N/A	243697349.02885503	27	4445	187	27	156.0422	1	156.0422	243697349.02885503
na,stem bark,root bark	na,Haemotostaphis barteri,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	5985.133797510794	7215141.191233137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	337752.18056281836	1622039.8711903282	1472728.5538228063	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4446.0","main.cluster index_upperinput":"4446.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=36&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	3.7699	3.7699	0	N/A	N/A	23352139.877906032	5	4446	36	5	596.2702	1	596.2702	23352139.877906032
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	36379.857931812585	1044942.4483460464	23432.506014858678	13653.530812015384	20734.027135495242	14240.89442713453	12644.731482272677	14990.477248781252	48258.977902442115	37782.6726003553	432543.89235951763	19743.920928843178	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4447.0","main.cluster index_upperinput":"4447.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=92&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	1.7238	1.7238	0	N/A	N/A	3707731.378586178	22	4447	92	22	305.0857	1	305.0857	3707731.378586178
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	95645.4121602533	99258.76509308864	95463.15910684677	97919.2565449443	99188.49326072108	102614.2454184897	103619.25213676985	108494.29786311062	97189.84577743206	349031.2561342185	100869.29527343751	97915.13702926635	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4448.0","main.cluster index_upperinput":"4448.0"}	This Node is a Singleton	N/A	N/A	N/A	5.9049	5.9049	0	N/A	N/A	3925470.525095154	27	4448	-1	27	333.2636	1	333.2636	3925470.525095154
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Mangifera indica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	373913.3468788311	71904.5447943385	83225.55267162496	758536.2116913872	0.0	0.0	977819.08763684	478113.4226004268	113273.91517348491	21410.88329270858	20969.42155873497	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4449.0","main.cluster index_upperinput":"4449.0"}	This Node is a Singleton	N/A	N/A	N/A	3.0793	3.0793	0	N/A	N/A	5187644.755667358	11	4449	-1	11	455.0948	1	455.0948	5187644.755667358
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	1048531.1541381927	130577.59924941116	61479.90986249737	36937.98975656807	40988.30915801297	14350.358275862287	7685.0076281823285	69589.64411586418	379235.1328073115	64016.90026135739	75827.30858490778	115373.22278611352	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4450.0","main.cluster index_upperinput":"4450.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=165&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	6.4352	6.4352	0	N/A	N/A	4382723.794670981	26	4450	165	26	329.1020	1	329.1020	4382723.794670981
na,stem bark	Pseudospondias microcarpa,na	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	165468.05634238108	0.0	0.0	0.0	0.0	16807.679541400343	0.0	94553.17505278919	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4451.0","main.cluster index_upperinput":"4451.0"}	This Node is a Singleton	N/A	N/A	N/A	6.9182	6.9182	0	N/A	N/A	745910.623076526	3	4451	-1	3	762.4435	1	762.4435	745910.623076526
leaves,na,root bark	Pseudospondias microcarpa,na,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	362497.94168135815	0.0	0.0	793.0867425478297	1888.661910751454	72893.44631999603	0.0	0.0	187203.73865161903	10477.666242566143	811.7001876255017	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4452.0","main.cluster index_upperinput":"4452.0"}	This Node is a Singleton	N/A	N/A	N/A	3.8776	3.8776	0	N/A	N/A	1368496.4030875426	7	4452	-1	7	601.1178	1	601.1178	1368496.4030875426
leaves,na	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	3021.4135458173946	17571.048722410076	426600.0285052583	6819.704725039075	8335.599761560918	69346.56559921698	29667.07861890212	0.0	241774.2740280251	6376.806119504183	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4453.0","main.cluster index_upperinput":"4453.0"}	This Node is a Singleton	N/A	N/A	N/A	3.4781	3.4781	0	N/A	N/A	1724303.9487936965	9	4453	-1	9	559.3084	1	559.3084	1724303.9487936965
