row ID,row m/z,row retention time,20230323T141609Z_ED_QC_anacardia.mzML Peak area,20230323T141609Z_ED_QC_anacardia_20230324155859.mzML Peak area,20230323T141609Z_ED_STG-01-01C_20230324164641.mzML Peak area,20230323T141609Z_ED_STG-01-02C_20230324170235.mzML Peak area,20230323T141609Z_ED_STG-01-03C_20230324171828.mzML Peak area,20230323T141609Z_ED_STG-01-04C.mzML Peak area,20230323T141609Z_ED_STG-01-05C.mzML Peak area,20230323T141609Z_ED_STG-01-06C.mzML Peak area,20230323T141609Z_ED_STG-01-07C.mzML Peak area,20230323T141609Z_ED_STG-01-08C.mzML Peak area,20230323T141609Z_ED_STG-01-09C.mzML Peak area,20230323T141609Z_ED_STG-01-10C.mzML Peak area,20230323T141609Z_ED_STG-01-11C.mzML Peak area,20230323T141609Z_ED_STG-01-12C.mzML Peak area,20230323T141609Z_ED_STG-01-13C.mzML Peak area,20230323T141609Z_ED_STG-01-14C.mzML Peak area,20230323T141609Z_ED_STG-01-15C.mzML Peak area,20230323T141609Z_ED_STG-01-16C.mzML Peak area,20230323T141609Z_ED_STG-01-17C.mzML Peak area,20230323T141609Z_ED_STG-01-18C.mzML Peak area,20230323T141609Z_ED_STG-01-19C.mzML Peak area,20230323T141609Z_ED_STG-01-20C.mzML Peak area,20230323T141609Z_ED_STG-01-21C.mzML Peak area,20230323T141609Z_ED_STG-01-22C.mzML Peak area,20230323T141609Z_ED_blank1_20230324121613.mzML Peak area,20230323T141609Z_ED_blank1_20230324152037.mzML Peak area,20230323T141609Z_ED_blank1_20230325045643.mzML Peak area,
3581,356.19148841335596,1.773869469230769,13337.157145196716,29470.009002610765,26423.869989563955,0,10029.211236026364,2028499.5329211077,79456.08486536703,5021.178403306625,58072.4912640002,0,0,13330.106755954024,0,0,97578.10042571409,0,0,15884.70070330644,27344.486787219757,0,0,214969.96274036088,0,0,0,0,0,
3582,295.22686485007955,7.716708277777779,2189574.270313239,5905681.747120622,1294438.7095524243,835878.716327813,825106.8121248113,139888.93756347394,390538.4554515049,2110475.261088797,559635.7079294411,416477.65382593055,660050.3692568422,1.507148591192735E7,1093167.3641650092,2571187.2322261333,5901189.888518164,1.0711699089759892E7,2.1208935567634374E7,4688470.068133107,8320805.988076261,267212.6177531968,215109.18888504372,390429.35106792155,391239.39021293685,887285.4579466931,294832.55805479665,92288.56029657027,136166.910597983,
3583,246.1698647958261,3.424677274074074,228463.61641807397,657321.7918862866,170183.4155431537,50835.35893084536,87935.32390005636,114368.06503858806,86865.5730972165,152271.92158983782,151903.6601424083,64336.13294411321,49530.41694838115,870998.000052313,79605.75270967816,112063.27942784465,150915.9344322463,2784878.327003602,272257.6222237199,134066.79108288867,200458.62189363132,35805.55906421265,41610.29345027257,207638.92476463463,51755.09527589903,50538.59350991566,238824.74492870187,114925.16068041697,101233.94065124856,
3584,363.31054461443864,8.576657181481481,288639.39699935255,416694.31091103423,353207.5068590138,366269.2368764108,358125.97137880366,367053.4266080136,355655.09125226643,328245.79212636943,397923.29600184754,381923.2401863528,361616.29973007704,356557.55580122484,363861.35241180327,360139.77062237036,369146.4149290521,294381.08418515703,364627.54192386894,405900.7315408026,408612.57428589935,388072.81068499485,391781.05140909675,367658.9698713597,385380.1256022257,386585.3516047055,2212344.171492403,471017.84627441474,417095.7911320468,
3585,298.237636990136,4.640316725925926,1914586.7647860101,5061242.804134985,151438.6004064606,44663.55528867219,87728.11073707118,50686.34733583349,49524.151422920404,67314.48257146531,110028.76758909912,55468.09305843444,42815.19653922207,523837.45554582414,111033.23146827941,254115.07278025371,374868.5880910055,9073723.481574995,294314.66184545745,162401.62573226713,69333.08981397025,26770.5330480966,11823.812923023146,159258.10045028792,44342.77439485245,390911.93180942186,88414.40082823968,60676.575027962164,58086.73374854412,
3586,406.24365555706623,2.792736121052632,160346.97309760455,427200.53827783116,83062.86197312667,6110.494765750498,12988.908284299778,6132715.554423435,339076.7485473234,267796.25384694635,1417802.0295415777,14889.177418813597,0,245656.25182853887,2207.3627271577197,0,2163646.937819002,30525.379274260038,90621.07328972836,98541.24019940963,612769.3542041844,0,0,45809.701437899705,532.0648101672558,0,0,0,0,
3587,595.288475038147,6.5936335,135865.09190104215,287443.37661411514,0,0,0,0,0,0,0,0,0,0,0,0,2054.6909664374643,679821.12500393,0,0,0,0,0,0,0,0,0,0,0,
3588,524.362571723442,8.25821564375,216698.6816537722,2873709.9096801397,0,61237.132540003,3693.5791908861866,1264.421026106759,50460.02424580425,24365.136991067957,0,725.7054114440487,1152.7525479653702,2118.2230752180158,0,0,6891.946142368321,49527.57959094593,16871.720261123224,39435.80137148008,0,0,0,7448.672363324026,0,0,0,0,692.7262738683316,
3589,501.3915271762753,8.633574225,4183647.996246646,9232663.7771977,7626.4839712869825,8196.202795811343,3441.862421136471,5575.321803298333,2112.7723326322694,58202.88148653609,0,12570.54651120189,7869.181405491531,30609.440167926918,11000.70968776879,29612.561412897598,284866.64452314563,8088110.246458291,61286.901461362926,15763.811582087354,6847.171933752055,0,0,68283.1537933541,0,0,0,0,5145.434014715474,
3590,267.2318733621577,9.556568042105264,19454.55226289217,56752.301263569105,0,4993.496394562588,1897715.2151930833,1230.4620868315221,829.548704202369,2691.2783470775908,1422.659432262595,0,1148.122563290832,0,0,1431.8489640673968,1119.854725811756,1184.9040442144321,657.2281757746946,1158.2724362717854,0,0,557.0839990195402,1301.6327516267572,0,1748.6135936990106,4804.038058457311,0,810.801500512957,
3591,399.21467521133076,5.699687390909091,211827.92847297338,618881.6162931907,0,0,28247.175135780668,1693.4182840460394,0,0,1173.6777663457653,0,0,39314.768969026765,0,3222.85907085622,15377.36745869022,1749484.5876156825,6503.704097059959,0,14968.374106810295,0,0,0,0,0,0,0,0,
3592,237.18484242847282,4.0698963625,360831.1852731578,931887.1551620313,43803.0209613033,4970.514122722412,15901.976590261243,15165.130264431105,2230.5526318799584,11128.1251716461,114586.06739995007,516.0701892985638,0,833159.0172031164,64055.08985347291,44631.77180604038,90707.1389346438,2219905.714646072,29920.030800654087,18819.243848404563,486321.9684419602,0,0,118659.23549458013,4069.652432114469,923.4953025241812,6350.1694938236315,1138.9873484725827,1170.8857514107003,
3593,494.22318983208896,2.1612218812499995,20598.9041349076,36653.047337532706,0,0,0,9283.789133706807,838194.8999653808,349769.3989480372,12295.301690420121,0,27986.29895412413,0,41608.654976012964,7961.328009899273,4836.0243661457,0,0,0,13690.189408971606,234238.23306219865,353817.80985142424,7006.440807931564,2745.037702253214,914.1106504387129,0,0,0,
3594,546.3277038577423,7.36058153,960.7507808555096,8835.256362068876,15312.581881273045,0,0,3297.8804185035356,0,0,448664.3611954546,8776.061260387896,3713.1453887063713,14993.37656281617,0,1701.7520647939011,0,0,0,0,0,0,0,819.4848172434711,0,0,0,0,0,
3595,213.14726992006655,5.135426922222223,103427.37571103575,233276.26841666488,79827.295272439,69076.15447514382,51415.134451296966,71146.89679116222,50519.72608415995,55084.556511288036,104290.29737946206,69850.39068541637,41901.38830512936,179405.71811529773,59709.65833234058,67760.34779659829,109124.80282715078,1749404.8622943435,123753.29681568893,80126.72140824958,185317.2487483716,47160.810660295756,66621.7061031652,80942.47199497798,67118.60480973979,57583.381537894646,262403.65820975514,88623.72576674505,48094.28014404124,
3596,152.1070795694987,2.3725860466666666,16134.362849308023,82405.63493595347,0,514.4983487116376,0,0,0,17869.225080348682,0,615.6470528466625,938.060354926748,3796.9810883435957,0,1684.1184279983268,3242.419361764151,688067.8358582223,43215.634455180436,1888.1985624653812,0,0,0,0,0,2716.9469610215765,1679.1013518560426,414.5101139915511,0,
3597,535.4009670681423,10.247303851851852,370610.80366492755,3638120.1294177803,160328.41930289124,426551.99940293864,636376.1734014923,424950.3664777604,464220.8809156069,307382.5288545049,737770.8210751382,479465.208843402,707351.6518334161,63457.57376281791,255060.33792861272,513798.8153258243,383792.1851506877,504654.53299084323,192011.85734933693,258742.6664239001,184152.33716299824,227449.01658462867,290357.01280034345,520192.5210882441,629988.4499827783,405789.9947145857,24898.881775539918,24394.318921360817,29170.51885852278,
3598,385.1833089194404,4.151965700000001,5870.243837935459,28827.127828525325,462507.2117775181,0,0,25412.711141150845,0,0,5946.427546089974,0,0,3543.8845678790403,0,0,37741.17649307791,0,0,0,58468.21964343631,0,0,13185.182487610764,0,0,0,0,0,
3599,325.20046333677874,4.369174313043478,35335.56379410116,133314.9353690905,36905.64670079719,58960.773650222916,665718.1715569411,7443.277790162836,10050.847828247912,6707.886571547332,38186.121932232796,3198.5705639340254,2178.622311282027,348607.78207905655,14512.808323961564,13352.327327086117,37217.312469442324,209156.5003263771,130992.9167983425,26878.941860182964,250839.46995058103,0,0,10979.600916571342,4030.783878942281,9866.321580055675,9203.09521841662,0,0,
3600,363.3105169225622,7.637344755555556,105447.31042271382,109504.90103228341,124976.46217179036,127261.17746171803,128473.5059317882,126743.64956678048,124939.00344948011,106822.93194174966,124735.48850810001,126486.82052537907,128362.77315558952,114645.19723348095,120295.55901819457,120465.79275266074,120655.97137728507,99737.97224517177,134285.42242101644,129694.43902566345,124848.77498322685,128489.96321663009,128437.00756079447,120646.39864276262,128840.25554998689,124214.92428129783,1257944.2616958336,235120.2253056194,126607.62876102663,
3601,689.4928283698098,10.108966769230769,86096.63585602916,674645.5081182511,19473.656366797684,94205.03432947463,152412.67844467165,33049.05657096779,94008.2881687217,87190.07844650367,33775.742688604274,43901.15391985956,59427.70183989419,31093.61786682049,64605.96600846574,56709.654377753664,82763.55130183569,46870.40131876585,40782.26675230956,151063.6600628945,0,16780.775195741775,47858.56742673306,30384.426277178984,122193.34463059441,88580.13135565582,13629.443923790945,18363.674468466303,37777.75278854686,
3602,258.27932287145546,6.632684003703705,69474.60198871796,86561.92724551093,95181.92852621469,93273.02174557578,92999.62016849736,92279.81846627378,98046.9932050099,92339.33870394032,111219.59504616677,106646.65245087864,116788.76661780293,101368.25195387816,110508.31927058581,105194.61794043194,108141.72557041045,81676.17692825317,118645.63101258026,95167.20110607754,94089.9283417381,121489.14726510174,110121.54989813347,114883.22651852421,99590.30470046322,116220.5700350178,836003.0394313333,182901.58935209762,132921.19850984696,
3603,767.417179107666,3.6344921999999995,0,26736.943853686338,12090.67383974784,0,0,3914605.6517769867,0,0,86087.73557602949,0,0,3504.7812043944305,0,0,152289.80980941985,0,0,912.3150466582085,2845630.6352350083,0,0,0,0,0,0,0,0,
3604,323.2585095500184,8.001219381818181,130249.90923276544,402163.93883588805,827.747870428725,874.9188824991097,3854.7091290224744,2722.7607958592966,2628.592149507554,0,1286.0462654648113,784.8726239113352,0,7480.747982144596,731.2711654995869,914.7555101697159,12287.05124147898,871907.8502686538,12485.353377882437,14718.835780048721,0,3828.432445782843,3775.840474608415,5420.9762286874875,0,1425.0525332718328,33997.82810787276,824.5270922226648,0,
3605,529.4105905392927,9.256729546153847,25513.90386188299,46930.66120025499,4133.75251988373,10292.12720006285,12588.20243354947,0,1412.1917348416457,3273.8458115677563,859355.5345312568,960068.8586783264,154507.9772715143,0,8891.172536534334,0,2017.810988950781,0,0,0,0,0,0,0,0,3618.4666906940834,0,0,0,
3606,663.3150482177734,7.7308055,628272.081547989,1218396.9787831372,0,0,0,0,0,0,0,0,0,0,0,0,33552.014556969894,456535.61151177966,0,0,0,0,0,0,0,0,0,0,0,
3607,424.2827029760206,9.784162248148151,33875.271652670664,112728.1919032181,261742.13245392498,156363.5462456177,75855.52116002503,169009.25637793052,85917.2277528094,139316.1600796034,58282.030776242624,143643.09716155892,110943.42843859956,23564.342201955547,109558.20018780511,128668.10787884866,82811.06676481568,4428.233360129824,136569.1984170434,57931.239853221705,58789.45834579581,212214.22826858045,69202.82765251414,40126.9986102093,153805.72090208365,265320.56078005885,141445.4239355201,587850.4497294377,136157.610873602,
3608,175.14812760126023,3.640556923809524,142930.72963922026,345047.30638193764,241232.75271524864,5912.3022693977155,3403.7386689188256,2560105.5556252995,33686.64980777536,18449.858899662973,241226.54483662997,0,0,247454.34038379716,4492.380074423233,35057.23273451401,470726.82929827383,235134.46308973752,4262.577972784793,29683.708183902938,4839595.521985676,2834.488175663881,6991.506164495328,27484.836607181398,6268.404278153349,0,0,0,0,
3609,315.1359416820385,7.53962955925926,19610.04467179819,5151.445170708708,36577.96169917892,60141.65930131587,50881.747584580546,23951.54672179883,61304.016183179556,41115.161300583866,24715.76323364316,46999.38781855053,54283.66240475645,11713.787119225288,40146.40216101597,47226.726186287764,26516.37472401671,2537.6508452282733,28024.87692864379,14071.938956103722,32384.547775849478,52294.07670559322,46001.51532485701,13113.229620399923,45739.450831985596,44614.78955295506,416804.44512838224,25124.747165456847,45083.462211185164,
3610,616.3858744303385,7.470012966666666,35576.45873415252,133894.27539725165,0,0,0,0,0,0,0,0,0,0,0,0,0,1294409.4195816822,0,0,0,0,0,0,0,0,0,0,0,
3611,183.10007024694372,2.0982551037037034,381198.556973044,566388.9336618094,111872.47061841525,97176.77359721067,106557.18054327669,64278.992916977135,79076.17773782667,116894.91069325058,522490.60683952266,85200.49152635009,101315.90509314978,289713.84457049076,114379.707137077,116383.80213658157,210961.16435985352,4456704.421479996,243440.86235531664,55184.76985993955,179777.02566764716,62397.781374619706,55098.624715018945,63006.42828430133,61317.88495685586,119341.39166035558,193854.5262724598,245606.85522112198,207588.81521953712,
3612,507.1489791870117,3.0850729666666665,6783.837055573291,35538.95503850309,23705.280749676185,0,679212.4705535958,0,0,0,273794.0648702377,0,0,8296.78536113364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3613,1110.3385620117188,3.1289922499999996,0,0,0,0,0,0,0,0,0,2188861.011760906,217965.17670716028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3614,418.33140563964844,9.944596425,30999.48273515579,83800.91545197158,0,0,1415850.001800187,0,0,0,0,0,0,0,0,0,0,63085.00172261843,0,0,0,0,0,0,0,0,0,0,0,
3615,452.0825592043533,2.8220761399999996,43098.366957533115,121772.4841065237,0,0,0,393583.8583558452,273184.35048847285,236147.7226269414,0,0,0,0,0,0,179770.85914284718,0,104375.46291826568,38693.1446377056,0,0,0,0,452919.43879841693,471518.4868932169,0,0,0,
3616,585.1815223701286,2.080576525,11003.696306432288,51083.35135971074,0,0,0,0,0,0,0,0,0,0,0,0,5364.616505472521,1752568.9258827742,0,0,0,0,0,0,0,0,0,0,0,
3617,181.08583492702908,2.7493667111111115,91912.53649269682,259108.5255139645,108213.45925528408,318616.2704666961,585364.5065598679,77652.06414400469,191772.27601629912,793509.7971274457,186760.74569793243,33333.85409265603,21138.894782715746,220333.60950166645,393580.1046848065,574966.4503565162,127615.30963817028,197437.99559715035,74593.94994718354,23434.47346728299,692111.4048008044,254213.9205924269,280261.1667200954,219550.00033214083,192497.23176099514,212629.66490190048,25293.60336339264,8766.798244203677,10935.862020805636,
3618,472.14526028103296,2.3652578500000003,38011.84271212959,234623.04633744012,1363814.8540304455,282429.6030590936,2404532.869325211,0,165970.73853616454,123721.58803128307,0,0,0,173699.87450330378,23864.884291177732,288117.9900284954,22114.323642033138,0,60480.54778153239,36062.51934393749,54124.75503135641,439321.8688613162,295669.0637390976,0,65871.87998667255,162830.0213924742,0,0,0,
3619,639.0952835096741,3.1207114750000002,13234.424978125366,35143.03999397178,877414.3317716509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46229.445156304595,0,0,0,0,0,0,0,0,
3620,314.0918553670247,0.9867400229166666,352204.34280609165,1327131.7525097139,240635.54621793755,78593.99602051619,397638.9670923783,218572.84166339476,320728.17930749693,179343.40625865042,411401.79365390853,260160.22146987438,179419.44717279734,472046.6951360949,336824.74296555703,260179.74344882125,2139128.691735077,150603.23688906408,106420.40592921256,528817.0698801181,413403.71056517836,40622.83246345616,55046.15580664134,1167535.1710908506,1933645.6708085886,645023.4083059751,0,0,0,
3621,597.43408203125,10.13815261111111,51701.19978474621,91394.58654445427,0,0,77354.07787939617,0,16955.25810011029,7241.878827187473,351433.5431470954,1749320.211478838,836512.2665026162,5350.758726760165,95689.36028384905,18979.808077001915,10652.333810485768,0,14130.021443825828,22162.044711562798,0,5968.4637328124845,4400.5342903195915,0,91127.77796314491,64493.954780222746,0,0,0,
3622,235.16543579159512,0.6530039761904762,288442.65044707624,896329.2315731467,126131.93314324373,228611.29423915403,241900.64503014294,0,0,5149895.811975535,84422.77564045221,2817391.3920279793,383612.9772344841,553867.2866920929,409052.4752785643,323983.5841598039,929618.1764892725,465337.95323558286,234623.96883824485,654643.9051626109,0,16140.87050944318,8612.991193016589,215932.1158758564,150381.73047993993,37704.8087793918,0,0,0,
3623,480.3086123259171,7.889339726086957,83159.84792704943,212463.00442144196,29668.541187901552,107187.82166005895,536605.0352171258,653652.22537368,185232.5200718628,88848.45919078452,244661.70988939056,229352.6418252174,30537.934280107158,8263.478500407085,44971.58831747479,58483.45630054437,347974.9167534485,0,8339.027884061958,2078126.3381602066,193457.2239168468,35078.11473937497,48272.191127924234,212766.5501441068,77293.05240715641,166833.85928670518,0,0,0,
3624,509.16000747680664,9.1010747,12938.698191671017,41454.54236951921,0,0,0,0,0,0,0,78057.70015754015,911834.0949611501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3625,629.2739238748741,10.4609323125,44734.00906911646,74098.2054134169,298506.14698985894,2211.176956157393,3432.044453935968,202408.7468567004,0,0,621954.4704088467,55308.46700831498,638.4252402026485,425981.5480107211,5717.225483906119,0,788702.1809435185,0,11710.806179113815,384040.5862857967,297693.11767745,0,0,254363.43900583047,0,0,0,0,0,
3626,144.06560954341182,1.5958716814814815,1.309102713628618E7,3.4204821050207466E7,741613.2369515128,226535.06374210183,547616.6566493968,1.4882373057666441E7,324256.4539772092,4332540.588841757,468411.830555682,316555.52655740926,262465.7959483417,727449.7376288171,241865.32524478133,455368.0372283302,3.384510979806787E7,432538.1485220236,458245.4010651405,4.273713803294491E8,514190.83126773953,206325.86306606693,263067.2052529929,2.5962595718266544E8,293294.63882046245,280073.6640277722,29768.907534046866,1506.0043472816092,11392.501841013756,
3627,211.13293993971928,5.428962822222222,41802.68094300362,139303.50967743492,36279.20066946344,84342.5133431727,499194.63062025665,15508.879306597952,32159.973347898842,41897.25579693234,31792.465988141143,29699.357469696697,35116.67946658148,221793.1172158305,44612.843930699346,54216.286357087636,69318.8590447168,480509.833302262,986584.8875103852,77493.4866716642,51372.25705818485,14320.96742632113,17903.98371239947,23328.923298137626,25160.574532855833,36056.94777228823,22314.45964556831,14317.12452323034,14210.107464881166,
3628,528.4408232068754,10.104304894736842,35085.17394373467,75421.04785383114,33211.81074251945,0,0,1654.5728647994356,2610.294191740809,2575.7560853536247,2560643.1452110056,19381.88110329373,1822.136585236669,1912.932040253982,2952.0022629345613,0,14130.961888857104,0,0,0,46157.47696231965,2411.5333156051315,1966.1555280761804,0,2211.59798411898,0,2337.4156845113075,2285.3112634714744,1507.9276525707505,
3629,698.4326044718424,7.820210587499999,50914.47861260445,117231.76685641179,76608.78396539162,128827.69421831425,582990.0673421982,175902.54641952633,116231.8908929134,11035.940271439375,86712.2674382994,63821.74043262956,61902.23291718332,78564.06229355278,43490.404460464895,207512.76378430682,155424.1721832315,28856.51139956417,79601.80079816593,151466.09055867267,253674.10162587964,7693.835527877361,33584.16646359333,78319.586147748,58166.227224857364,60802.82617159572,0,0,0,
3630,393.241728042255,5.525585555555555,46541.89976357862,104515.48000440448,0,0,0,0,0,0,939.3012236447572,4652.38914088031,1406.3589763535576,0,4713.752203156571,0,2103.43658501,1191634.7726225585,0,660.139840997381,0,0,0,0,0,0,0,0,0,
3631,432.25813874817254,3.0296299380952383,193916.0808881465,633253.2674782088,69874.4851701769,726.7627643218233,204167.62157630592,2969809.892073521,90100.47339367041,74384.19354658513,1.2046603223102402E7,60567.18226352921,0,492679.98891820066,38000.01100898949,182337.69031843904,526307.7070931927,67458.94005830243,15808.551302316975,17647.654789554137,1142784.2210233102,0,0,301921.5956889546,24396.936851844053,6816.108087939042,0,0,0,
3632,439.0383167276001,0.5967983975,85205.91898883786,138561.4663694139,75289.30124637972,0,116853.21482281355,0,0,102511.12733198886,19182.204757024305,153848.25063327205,0,318234.1071497125,358769.5360516994,614274.2823379595,31566.467280513767,0,0,0,369269.1911490568,76713.57236565827,234560.05221901493,0,962686.1267373925,4656597.569711652,0,0,0,
3633,604.0932540896415,3.0144012125,66171.82557540979,162652.38818207377,0,0,0,0,66629.48009586595,34500.79601386469,0,0,0,0,0,0,0,0,361209.24887232593,67271.3090831834,0,0,0,0,2318577.2257091156,1341861.9862665448,0,0,0,
3634,433.16957631189683,1.9915539529411765,19014.10884612451,98588.71768645782,1925.6691190868924,0,0,26336.466219933067,89169.92286962683,50029.44823639124,1973977.344203108,14513.966553953702,47754.350048121116,65331.48737565201,6724.5236607685165,0,46259.86429384554,11182.897401086982,0,0,49365.25029295587,0,4263.374399521665,24887.31652399256,1027.1202918574274,0,0,0,0,
3635,415.3898805492944,9.87589223076923,8794.972804604104,19476.569726168836,3113.4525486387292,762.5866779858665,937906.9018247458,2486.51598214908,1915.58087459744,3480.74666126256,3688.1322489197064,8960.36014549494,5940.19779897019,5087.0334871501,4752.030691536522,5164.112277135421,2255.370529451512,0,3693.3418383259677,7544.514293879536,679.7357094983238,2448.4611490384787,2507.5672281998077,830.2324339805886,2846.828346122335,4677.125947819422,2481.7773663844628,1441.237653724507,17185.548869027672,
3636,408.3107742313385,7.5951772900000005,429640.12929408497,1068698.545819883,0,0,817.0927926182908,0,0,0,11433.778441098822,0,0,8382.19192346916,0,0,28351.365679621187,2258591.143213839,20588.942662779475,1496.5076591373152,1332.7146618353995,0,0,0,0,0,0,0,0,
3637,656.1820373535156,3.07212714,13467.304535956084,43569.175272873355,0,0,0,28051.597425647877,906442.0465712709,822780.8549577291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3638,343.12358488893295,0.6168723788888889,4652149.852085613,9451162.224173108,9253899.539673727,1.3025988125200946E7,2.9982339048860718E7,7340391.492818775,4.226167807897947E7,3098864.024781049,6941588.666392919,3.41591304814668E7,1.5212328337477973E7,5761048.882243186,2.1415126867920224E7,1.5832561227302736E7,1444908.0398709492,2118226.6301984834,738370.1969517074,586415.0637162696,1.916929047811621E7,1.5387185349726848E7,1.2950872225464545E7,2013678.1067109986,1.0326084026800983E7,1.1302543519559795E7,40292.01047961829,685.547732015767,639.3172344029354,
3639,491.37443796816365,10.288470592592594,434351.2459466347,3549105.3948336695,203232.7456361876,461297.6086693353,852983.8636761297,478236.0781573818,497248.632112737,467781.03098332754,906886.3450653431,495284.2415805372,785206.088045622,279801.2638983666,345928.5245095008,742861.6944831918,575596.3476747562,628283.5061326763,367992.0674539704,547952.8302942191,295988.4784457097,249937.46116324325,314242.56165279774,571838.4319668661,692505.2697124127,448331.71988635533,24340.104511494028,21828.86251362342,19944.221341157445,
3640,343.07917567710876,4.276987157142857,0,4191.711820305386,0,0,0,475.45059604324877,0,0,2338.2953494101657,194999.13701861879,2717857.722126774,0,0,0,0,13983.704910698674,1752.7219072955163,0,0,0,0,0,0,0,0,0,0,
3641,180.10191961435171,2.3589885769230774,566804.7984436287,1569222.5996153513,394310.65606886125,27601.073539362522,208254.51914826158,3248932.096320422,35509.84999104638,108894.7370951006,739771.842490566,43994.688250475076,21385.480139482494,325684.78014408884,34994.381241293835,49218.4631416942,610771.6585934042,49831.317965036025,80748.05950494714,7752337.427829997,327215.68849779613,9038.453646390484,14648.694718178087,2.1683310583579432E7,59281.69106535427,29284.495153053304,4851.137568685559,809.2822152619963,0,
3642,531.1647033691406,3.4853358099999996,1607431.9154210899,3682337.4731244817,6271.447752296699,0,18075.818243548747,0,0,16085.914979542995,17422.578816459732,3.1315615383204944E7,4.054433780351539E7,0,0,0,0,0,0,0,0,2579.400147254097,0,0,8418.304934344453,0,0,0,0,
3643,183.0918778129246,2.9011491695652185,95511.65961359642,317946.2946036263,55622.32824212398,7790.506042304047,13319.392217233166,68844.20849154559,28750.87515085737,252084.21635097868,172970.18745794432,5508.994610627757,93771.44387776748,63188.96930591404,0,734.4808524016113,115981.59676550594,45089.08054839701,18858.062509517462,3783712.3599448623,4826.148569139491,1368.770187733906,9675.69823472763,194580.54898559008,7804.412447182244,36263.69306167089,0,0,0,
3644,1142.3278198242188,2.6226061666666665,0,7624.8445806387745,0,0,0,0,0,0,0,518792.3591682915,1465470.1373550876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3645,346.2588461420525,4.765981362962963,807034.6727009739,1797783.9030028044,4844813.858159676,1294355.341634039,707691.8850318802,186568.6316006338,292837.8572250284,737789.5475998932,1.0218165777903475E7,867385.5427912583,119865.89615660705,1.438185407673265E7,529818.7620458461,569059.1685014154,3616334.534692178,1586686.0600238892,1135740.6860074473,681793.0779373934,7954871.6550347945,73454.0700973891,94000.91254237083,756219.5825278041,191379.68345579557,284753.7032402355,35468.32877569517,14398.567388059202,5219.328861108923,
3646,613.3376057942709,7.4962369,151670.86742283122,434043.90951135784,0,0,0,0,0,0,0,0,0,0,0,0,0,706353.0891203476,0,0,0,0,0,0,0,0,0,0,0,
3647,242.0659052532641,2.440808725,26466.81031688347,81910.59508283732,0,0,2310.5113649333325,1601276.5090373612,121631.46872102277,77914.56197046391,64186.76055087445,37070.16495261635,14344.642790818965,0,0,0,93736.27457026805,0,0,118211.55072154794,0,0,0,525432.3018015084,0,0,0,0,0,
3648,458.3219539532202,8.309019918518517,834735.5917955233,1.0765133987146784E7,15208.531016296947,303485.73885181703,43153.21089780833,4328.344021716815,243161.36379099183,125487.3158789805,8157.570168401299,52477.46799123019,59415.33115265166,4824.3577633897285,5607.27919476774,4102.787472707732,23257.35072410483,19725.918611360605,72322.89311097178,123241.75268275372,10420.25170675187,1269.6840078485907,11940.821021979687,6201.100971503292,15806.352288356027,7947.471537847668,7222.366463723994,12241.078289602063,13306.755270957465,
3649,228.26861317952475,6.1608520962962965,67936.80083403306,81206.67190314512,76652.3305931611,81356.66791736675,77668.63177912305,70835.34997323499,76480.53088236527,76763.35433568095,74908.44466147327,81795.28580447433,78225.96267679892,69067.2532216527,79829.79731501457,76465.35028040232,74874.52144081844,47764.71375966663,76149.7901046636,95250.70107491151,73233.1890860419,79224.14312412622,72119.65837467351,76647.09499543914,74052.80601936272,82596.24855539075,829485.8919632826,130103.13618149464,78017.53230876678,
3650,291.23191037461663,9.415863039130436,186798.7254082475,517830.0704455516,34948.61141504266,2201.349269259742,175476.8564674433,1172719.752776355,4351.139322972219,1720.612807209397,3874.448231162238,0,757.3687843425539,32497.435475131973,1744.4999769199976,8517.198002396617,869071.2603647305,33983.57321551773,9501.887591812356,269821.493715508,128519.32340395085,0,0,5087454.430567835,9217.62121086414,10201.710205675445,615.4348124662213,1079.2430647223164,0,
3651,584.3222503662109,5.434775699999999,0,24704.475015915912,0,0,0,0,0,0,1153054.94385969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3652,399.1264938358383,2.4680237199999997,142241.11003645253,398499.5760348408,2585.2574945640577,13006.864088387048,21086.99528407919,0,9765.90309486887,0,30103.863551214403,0,0,17126.592658125002,0,2005.3390795238702,364275.3861317079,361394.90106162045,1851028.8309298325,882963.7563784366,8057.473481888689,0,0,59346.24376233113,0,0,0,0,0,
3653,643.2715301569367,4.964430800000001,0,5191.744449470082,0,0,0,0,0,0,0,0,0,0,0,0,0,518070.4973782038,0,0,0,0,0,0,0,0,0,0,0,
3654,425.2681919998639,7.663084938461539,192325.48660698108,509024.0407714947,651.9151493371573,0,409396.7344625537,2958.482369920229,8581.227862812888,1.687341437097123E7,29406.43755510474,0,0,0,0,0,19067.13990767289,0,741.0587950809947,0,10055.873273931618,5282.430992455898,0,1875.2634984712622,0,0,0,0,0,
